Dive_Bin,X4km2grid,binArea,AvgDepth,Aphrocallistidae,Boot.sponge,Chrysopathes,Farrea,Mycale,Paragorgia,Primnoa,Swiftia,Stylaster,Greenstriped rockfish,Quillback rockfish,Redbanded rockfish,Redstriped rockfish,Rosethorn rockfish,Sebastolobus alascanus,Sharpchin rockfish,Shortraker rockfish,Tiger rockfish,Yelloweye rockfish,X1km2grid,UpperOceanSR
B047_22,13050,121.2063123,102.0469048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62395,(11) Mainland Fjords
B047_23,13050,121.6393486,107.750026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62395,(11) Mainland Fjords
B047_24,13050,45.34782316,108.9764693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62395,(11) Mainland Fjords
B047_3,13050,120.1491166,71.75257292,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,62395,(11) Mainland Fjords
B047_4,13050,119.3634575,81.30932489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62395,(11) Mainland Fjords
B047_5,13050,120.8546197,96.86691232,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,62395,(11) Mainland Fjords
B047_6,13050,121.8855049,106.3024097,0,0,0,0,0,8,2,0,5,0,0,0,1,0,0,3,0,0,0,62395,(11) Mainland Fjords
B047_7,13050,121.8220579,105.2651103,0,1,0,0,0,0,19,0,13,0,0,0,1,0,0,1,0,0,0,62395,(11) Mainland Fjords
B047_8,13050,121.0961891,110.0212299,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,62395,(11) Mainland Fjords
B047_9,13050,120.9680728,114.0405496,0,1,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,62395,(11) Mainland Fjords
B045_10,13054,121.6206381,145.0001061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62898,(11) Mainland Fjords
B045_11,13054,120.7089224,141.8354238,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,2,62898,(11) Mainland Fjords
B045_12,13054,120.9640133,139.3303824,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,62898,(11) Mainland Fjords
B045_13,13054,121.5136071,135.4346556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62898,(11) Mainland Fjords
B045_14,13054,121.5569332,140.0977097,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,62898,(11) Mainland Fjords
B045_15,13054,121.9755577,143.2344153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62898,(11) Mainland Fjords
B045_16,13054,120.8349472,135.2901361,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,2,0,0,0,62898,(11) Mainland Fjords
B045_17,13054,119.8146574,134.9862053,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,62898,(11) Mainland Fjords
B045_18,13054,120.9123763,141.9076636,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,62898,(11) Mainland Fjords
B045_19,13054,121.6708205,151.1032308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62898,(11) Mainland Fjords
B045_20,13054,120.7508344,158.4644837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62898,(11) Mainland Fjords
B045_21,13054,120.5167023,166.1460464,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,62898,(11) Mainland Fjords
B045_22,13054,120.1086679,174.620875,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,62898,(11) Mainland Fjords
B045_23,13054,121.9833189,183.7627632,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62898,(11) Mainland Fjords
B045_24,13054,120.52862,190.0140449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62898,(11) Mainland Fjords
B045_25,13054,119.5144288,193.229358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62898,(11) Mainland Fjords
B045_26,13054,120.8729331,195.5052456,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,62898,(11) Mainland Fjords
B045_27,13054,120.7069299,196.6329535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62898,(11) Mainland Fjords
B045_28,13054,121.623748,197.9428571,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,62898,(11) Mainland Fjords
B045_29,13054,120.3060164,199.9744524,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,62898,(11) Mainland Fjords
B045_30,13054,118.0828461,201.8223563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62898,(11) Mainland Fjords
B045_31,13054,121.8529176,203.65076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62898,(11) Mainland Fjords
B045_32,13054,118.5941844,205.4983947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62898,(11) Mainland Fjords
B045_33,13054,119.37068,207.0646866,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,62898,(11) Mainland Fjords
B045_34,13054,120.113174,207.1087045,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,62898,(11) Mainland Fjords
B045_35,13054,91.91497096,207.0202424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62898,(11) Mainland Fjords
B045_36,13054,90.22420611,204.354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62898,(11) Mainland Fjords
B045_7,13054,119.7661778,148.6861115,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,62898,(11) Mainland Fjords
B045_8,13054,120.5544914,148.8561324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62898,(11) Mainland Fjords
B045_9,13054,121.0934947,147.3118986,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,62898,(11) Mainland Fjords
B046_1,13212,120.7136593,69.56049097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63146,(11) Mainland Fjords
B046_2,13212,121.413269,76.69811471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63146,(11) Mainland Fjords
B046_3,13212,121.8400467,80.61579493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,63146,(11) Mainland Fjords
B046_4,13212,119.7431315,82.86022165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63146,(11) Mainland Fjords
B046_5,13212,121.4815038,79.98024026,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,63146,(11) Mainland Fjords
B046_6,13212,120.6849405,74.07180662,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,63146,(11) Mainland Fjords
B046_7,13212,120.2955834,65.86057287,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,63146,(11) Mainland Fjords
B046_8,13212,105.9569235,74.5702625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63146,(11) Mainland Fjords
B045_1,13212,120.6720266,156.8470246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63148,(11) Mainland Fjords
B045_2,13212,119.917702,157.8731092,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,63148,(11) Mainland Fjords
B045_3,13212,119.3923279,156.8984178,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63148,(11) Mainland Fjords
B045_4,13212,121.8093089,157.0605588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63148,(11) Mainland Fjords
B045_5,13212,121.4215003,154.210958,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,63148,(11) Mainland Fjords
B045_6,13212,120.2200452,147.6415057,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,63148,(11) Mainland Fjords
